department,Topic,Count,Name,Representation,Representative_Docs
MUMH: 4th Floor,0,108,0____,"['', '', '', '', '', '', '', '', '', '']","['-', '-', '-']"
MUMH: 4th Floor,1,54,1_waiting for_waiting for treatment_some patients mentioned_some patients,"['waiting for', 'waiting for treatment', 'some patients mentioned', 'some patients', 'patients mentioned waiting', 'patients mentioned', 'mentioned waiting for', 'mentioned waiting', 'for treatment', 'treatment some patients']","['Some patients mentioned waiting for treatment', 'Some patients mentioned waiting for treatment', 'Some patients mentioned waiting for treatment']"
MUMH: 4th Floor,2,54,2_all the_my first_first day_my first day,"['all the', 'my first', 'first day', 'my first day', 'getting used', 'getting used to', 'equipment stocking', 'day so i', 'day so', 'all the equipment']","['It was my first day so I had some trouble getting used to all the equipment stocking', 'It was my first day so I had some trouble getting used to all the equipment stocking', 'It was my first day so I had some trouble getting used to all the equipment stocking']"
MUMH: 4th Floor,3,54,3_patients in_2 beds_were very agitated_by staff,"['patients in', '2 beds', 'were very agitated', 'by staff', 'certain patients', 'advised by', 'by staff that', 'with 2 beds', 'in the rooms', 'with 2']","[""I couldn't visit certain patients in rooms with 2 beds as I was advised by staff that one of the patients in the rooms were very agitated."", ""I couldn't visit certain patients in rooms with 2 beds as I was advised by staff that one of the patients in the rooms were very agitated."", ""I couldn't visit certain patients in rooms with 2 beds as I was advised by staff that one of the patients in the rooms were very agitated.""]"
MUMH: 4th Floor,4,54,4_me when i_i asked her_the nurses ignored_of the nurses,"['me when i', 'i asked her', 'the nurses ignored', 'of the nurses', 'when i asked', 'nurses ignored me', 'nurses ignored', 'me when', 'to do something', 'ignored me']","['One of the nurses ignored me when I asked her how to do something.', 'One of the nurses ignored me when I asked her how to do something.', 'One of the nurses ignored me when I asked her how to do something.']"
MUMH: 4th Floor,5,54,5_was negative_nothing was negative_nothing was_was negative nothing,"['was negative', 'nothing was negative', 'nothing was', 'was negative nothing', 'negative nothing was', 'negative nothing', '', '', '', '']","['Nothing was negative!!', 'Nothing was negative!!', 'Nothing was negative!!']"
MUMH: 4th Floor,6,54,6_were no_there were no_were no negative_no negative events,"['were no', 'there were no', 'were no negative', 'no negative events', 'no negative', 'negative events', 'negative events there', 'events there were', 'events there', 'there were']","['There were no negative events.', 'There were no negative events.', 'There were no negative events.']"
MUMH: 4th Floor,7,54,7_being discharged_nurse hadnt know_me that their_discharged told,"['being discharged', 'nurse hadnt know', 'me that their', 'discharged told', 'discharged told me', 'hadnt know', 'hadnt know they', 'being discharged told', 'a patient who', 'were being discharged']","['A patient who was being discharged told me that their nurse hadn’t know they were being discharged.', 'A patient who was being discharged told me that their nurse hadn’t know they were being discharged.', 'A patient who was being discharged told me that their nurse hadn’t know they were being discharged.']"
MUMH: 4th Floor,8,54,8_me that gloves_in many_restocked in many_restocked in,"['me that gloves', 'in many', 'restocked in many', 'restocked in', 'nurse told me', 'nurse told', 'not restocked in', 'not restocked', 'that gloves', 'many rooms']","['A nurse told me that gloves were not restocked in many rooms.', 'A nurse told me that gloves were not restocked in many rooms.', 'A nurse told me that gloves were not restocked in many rooms.']"
MUMH: 4th Floor,9,53,9_a week_waiting almost_the hospital to_the hospital,"['a week', 'waiting almost', 'the hospital to', 'the hospital', 'sort out insurance', 'sort out', 'said he had', 'said he', 'patient said he', 'week for the']","['Patient said he had been waiting almost a week for the hospital to sort out insurance', 'Patient said he had been waiting almost a week for the hospital to sort out insurance', 'Patient said he had been waiting almost a week for the hospital to sort out insurance']"
MUMH: 4th Floor,10,53,10_asked when_asked when their_with it_when their food,"['asked when', 'asked when their', 'with it', 'when their food', 'when their', 'were finished with', 'were finished', 'tray would be', 'tray would', 'they were finished']","['One patient asked when their food tray would be taken because they were finished with it.', 'One patient asked when their food tray would be taken because they were finished with it.', 'One patient asked when their food tray would be taken because they were finished with it.']"
MUMH: 4th Floor,11,53,11_were none_there were none_were none there_none there were,"['were none', 'there were none', 'were none there', 'none there were', 'none there', 'there were', '', '', '', '']","['There were none!', 'There were none!', 'There were none!']"
MUMH: 4th Floor,12,53,12_go in_in and_i cant_go in and,"['go in', 'in and', 'i cant', 'go in and', 'in and out', 'and out', 'that i', 'and i', 'told me', 'really enjoyed']","[""Im sorry that me wearing gloves bother them SO MUCH but they told me to put hand sanitizer every time i go in and out the patient room, but since I have to go in and out room dozens of times my hands are so irritated and feels like skin is going to peel off. Oh also some doctor, he told me that I can't ‘volunteer anymore’ if I can't do that. I know I'm just a volunteer but the rudeness of the doctor is very unnecessary and I don't want to volunteer for person like that. I'm never steeping into cardiac surgery department again, and I also never had this experience with other departments which I really enjoyed volunteering and interacting with the patients."", ""Im sorry that me wearing gloves bother them SO MUCH but they told me to put hand sanitizer every time i go in and out the patient room, but since I have to go in and out room dozens of times my hands are so irritated and feels like skin is going to peel off. Oh also some doctor, he told me that I can't ‘volunteer anymore’ if I can't do that. I know I'm just a volunteer but the rudeness of the doctor is very unnecessary and I don't want to volunteer for person like that. I'm never steeping into cardiac surgery department again, and I also never had this experience with other departments which I really enjoyed volunteering and interacting with the patients."", ""Im sorry that me wearing gloves bother them SO MUCH but they told me to put hand sanitizer every time i go in and out the patient room, but since I have to go in and out room dozens of times my hands are so irritated and feels like skin is going to peel off. Oh also some doctor, he told me that I can't ‘volunteer anymore’ if I can't do that. I know I'm just a volunteer but the rudeness of the doctor is very unnecessary and I don't want to volunteer for person like that. I'm never steeping into cardiac surgery department again, and I also never had this experience with other departments which I really enjoyed volunteering and interacting with the patients.""]"
MUMH: 4th Floor,13,53,13_had more questions_questions for_more questions for_more questions,"['had more questions', 'questions for', 'more questions for', 'more questions', 'had more', 'for the nurses', 'a patient said', 'they had more', 'patient said they', 'questions for the']","['A patient said they had more questions for the nurses.', 'A patient said they had more questions for the nurses.', 'A patient said they had more questions for the nurses.']"
MUMH: 4th Floor,14,53,14_many of the_many of_of the_and many,"['many of the', 'many of', 'of the', 'and many', 'when i was', 'didnt want', 'work for me', 'me at', 'me at some', 'work for']","[""It was clear many of the patients didn't want to be disturbed and many of the staff didn't have much work for me at some points when I was free."", ""It was clear many of the patients didn't want to be disturbed and many of the staff didn't have much work for me at some points when I was free."", ""It was clear many of the patients didn't want to be disturbed and many of the staff didn't have much work for me at some points when I was free.""]"
MUMH: 4th Floor,15,42,15_a tech_who was screaming_and trying to_calm her,"['a tech', 'who was screaming', 'and trying to', 'calm her', 'with a tech', 'my shift ended', 'present and', 'with a', 'saw the', 'saw the result']","['There was an agitated patient who was screaming even with a tech and security present and trying to calm her down. My shift ended before I saw the result.', 'There was an agitated patient who was screaming even with a tech and security present and trying to calm her down. My shift ended before I saw the result.', 'There was an agitated patient who was screaming even with a tech and security present and trying to calm her down. My shift ended before I saw the result.']"
MUMH: 4th Floor,16,35,16_locating some supplies_trouble locating_the stock room_the stock,"['locating some supplies', 'trouble locating', 'the stock room', 'the stock', 'supplies in the', 'supplies in', 'stock room', 'some trouble locating', 'trouble locating some', 'some supplies in']","['i had some trouble locating some supplies in the stock room', 'i had some trouble locating some supplies in the stock room', 'i had some trouble locating some supplies in the stock room']"
MUMH: 4th Floor,17,32,17_i felt a_remarks and i_patient was making_patient was,"['i felt a', 'remarks and i', 'patient was making', 'patient was', 'making weird remarks', 'making weird', 'little uncomfortable', 'i felt', 'felt a little', 'felt a']","['A patient was making weird remarks and I felt a little uncomfortable', 'A patient was making weird remarks and I felt a little uncomfortable', 'A patient was making weird remarks and I felt a little uncomfortable']"
MUMH: 4th Floor,18,21,18_i felt a_remarks and i_patient was making_patient was,"['i felt a', 'remarks and i', 'patient was making', 'patient was', 'making weird remarks', 'making weird', 'little uncomfortable', 'i felt', 'felt a little', 'felt a']","['A patient was making weird remarks and I felt a little uncomfortable', 'A patient was making weird remarks and I felt a little uncomfortable', 'A patient was making weird remarks and I felt a little uncomfortable']"
MUMH: 4th Floor,19,19,19_locating some supplies_trouble locating_the stock room_the stock,"['locating some supplies', 'trouble locating', 'the stock room', 'the stock', 'supplies in the', 'supplies in', 'stock room', 'some trouble locating', 'trouble locating some', 'some supplies in']","['i had some trouble locating some supplies in the stock room', 'i had some trouble locating some supplies in the stock room', 'i had some trouble locating some supplies in the stock room']"
MUMH: 4th Floor,20,12,20_a tech_who was screaming_and trying to_calm her,"['a tech', 'who was screaming', 'and trying to', 'calm her', 'with a tech', 'my shift ended', 'present and', 'with a', 'saw the', 'saw the result']","['There was an agitated patient who was screaming even with a tech and security present and trying to calm her down. My shift ended before I saw the result.', 'There was an agitated patient who was screaming even with a tech and security present and trying to calm her down. My shift ended before I saw the result.', 'There was an agitated patient who was screaming even with a tech and security present and trying to calm her down. My shift ended before I saw the result.']"
MGSH: Emergency Department,0,43,0_were welcoming_welcoming and kind_welcoming and_team members were,"['were welcoming', 'welcoming and kind', 'welcoming and', 'team members were', 'team members', 'none my team', 'none my', 'my team members', 'my team', 'members were welcoming']","['None, my team members were welcoming and kind.', 'None, my team members were welcoming and kind.', 'None, my team members were welcoming and kind.']"
MGSH: Emergency Department,1,43,1_after i_told them that_even after i_patient had requested,"['after i', 'told them that', 'even after i', 'patient had requested', 'wait for some', 'patients still had', 'requested some', 'requested some medication', 'some patients', 'some patients still']","['Some patients still had to wait for some time before the nurse arrived to help them even after I told them that the patient had requested some medication.', 'Some patients still had to wait for some time before the nurse arrived to help them even after I told them that the patient had requested some medication.', 'Some patients still had to wait for some time before the nurse arrived to help them even after I told them that the patient had requested some medication.']"
MGSH: Emergency Department,2,43,2_one patient said_his iv_said he had_said he,"['one patient said', 'his iv', 'said he had', 'said he', 'patient said he', 'patient said', 'a while to', 'one patient', 'iv removed', 'to get his']","['One patient said he had to wait for a while to get his IV removed.', 'One patient said he had to wait for a while to get his IV removed.', 'One patient said he had to wait for a while to get his IV removed.']"
MGSH: Emergency Department,3,43,3_because im_with the people_its because im_expected to form,"['because im', 'with the people', 'its because im', 'expected to form', 'everyone is focused', 'instead it feels', 'working there instead', 'is focused on', 'it feels', 'it feels like']","[""Maybe it's because I'm new, but I expected to form connections with the people working there. Instead, it feels like everyone is focused on their own tasks."", ""Maybe it's because I'm new, but I expected to form connections with the people working there. Instead, it feels like everyone is focused on their own tasks."", ""Maybe it's because I'm new, but I expected to form connections with the people working there. Instead, it feels like everyone is focused on their own tasks.""]"
MGSH: Emergency Department,4,43,4_aggression and possible_and possible_verbal aggression_possible nacrotic abuse,"['aggression and possible', 'and possible', 'verbal aggression', 'possible nacrotic abuse', 'possible nacrotic', 'patients history of', 'patients history', 'of verbal aggression', 'of verbal', 'verbal aggression and']","['Patients history of verbal aggression and possible nacrotic abuse', 'Patients history of verbal aggression and possible nacrotic abuse', 'Patients history of verbal aggression and possible nacrotic abuse']"
MGSH: Emergency Department,5,43,5_help since_was hard_to feel_still i,"['help since', 'was hard', 'to feel', 'still i', 'normal to', 'needed some directions', 'to feel unsure', 'to get help', 'unsure about', 'unsure about a']","['I felt a bit confused and needed some directions, but it was hard to get help since everyone was busy. Still, I don’t blame anyone—being my first day, it’s normal to feel unsure about a lot of things.', 'I felt a bit confused and needed some directions, but it was hard to get help since everyone was busy. Still, I don’t blame anyone—being my first day, it’s normal to feel unsure about a lot of things.', 'I felt a bit confused and needed some directions, but it was hard to get help since everyone was busy. Still, I don’t blame anyone—being my first day, it’s normal to feel unsure about a lot of things.']"
MGSH: Emergency Department,6,43,6_and kept_whole area_wandering around the_wandering around,"['and kept', 'whole area', 'wandering around the', 'wandering around', 'the whole area', 'the whole', 'some patient was', 'some patient', 'patient was just', 'patient was']","['Some patient was just wandering around the whole area and kept asking for pain killers', 'Some patient was just wandering around the whole area and kept asking for pain killers', 'Some patient was just wandering around the whole area and kept asking for pain killers']"
MGSH: Emergency Department,7,43,7_finding ways to_patient with withdrawal_finding ways_communicate with patient,"['finding ways to', 'patient with withdrawal', 'finding ways', 'communicate with patient', 'communicate with', 'to communicate', 'to communicate with', 'ways to', 'ways to communicate', 'with patient']","['Finding ways to communicate with patient with withdrawal symptoms', 'Finding ways to communicate with patient with withdrawal symptoms', 'Finding ways to communicate with patient with withdrawal symptoms']"
MGSH: Emergency Department,8,43,8____,"['', '', '', '', '', '', '', '', '', '']","['-', '-', '-']"
MGSH: Emergency Department,9,43,9_no negative events_negative events_negative events no_events no negative,"['no negative events', 'negative events', 'negative events no', 'events no negative', 'events no', 'no negative', '', '', '', '']","['no negative events', 'no negative events', 'no negative events']"
MGSH: Emergency Department,10,43,10_because they_because they were_we may_they were busy,"['because they', 'because they were', 'we may', 'they were busy', 'they were', 'the nurses brushed', 'sometimes the nurses', 'sometimes the', 'questions we may', 'questions we']","['Sometimes the nurses brushed off questions we may have, but maybe it’s because they were busy.', 'Sometimes the nurses brushed off questions we may have, but maybe it’s because they were busy.', 'Sometimes the nurses brushed off questions we may have, but maybe it’s because they were busy.']"
MGSH: Emergency Department,11,43,11_no negative experiences_negative experiences_negative experiences no_experiences no negative,"['no negative experiences', 'negative experiences', 'negative experiences no', 'experiences no negative', 'experiences no', 'no negative', '', '', '', '']","['No negative experiences', 'No negative experiences', 'No negative experiences']"
MGSH: Emergency Department,12,43,12_taking them to_patient while taking_with a understandably_their room,"['taking them to', 'patient while taking', 'with a understandably', 'their room', 'talking with a', 'talking with', 'to their', 'taking them', 'to their room', 'understandably angry']","['Talking with a (understandably) angry patient while taking them to their room', 'Talking with a (understandably) angry patient while taking them to their room', 'Talking with a (understandably) angry patient while taking them to their room']"
MGSH: Emergency Department,13,43,13_no negative events_negative events_negative events no_events no negative,"['no negative events', 'negative events', 'negative events no', 'events no negative', 'events no', 'no negative', '', '', '', '']","['No negative events.', 'No negative events.', 'No negative events.']"
MGSH: Emergency Department,14,43,14_i may have_to ask_that i_sometimes can be,"['i may have', 'to ask', 'that i', 'sometimes can be', 'sometimes can', 'some questions that', 'some questions', 'questions that i', 'questions that', 'nurses some questions']","['Sometimes can be a bit difficult to ask nurses some questions that I may have.', 'Sometimes can be a bit difficult to ask nurses some questions that I may have.', 'Sometimes can be a bit difficult to ask nurses some questions that I may have.']"
MGSH: Emergency Department,15,43,15_specifically negative_nothing specifically negative_nothing specifically_specifically negative nothing,"['specifically negative', 'nothing specifically negative', 'nothing specifically', 'specifically negative nothing', 'negative nothing specifically', 'negative nothing', '', '', '', '']","['Nothing specifically negative', 'Nothing specifically negative', 'Nothing specifically negative']"
MGSH: Emergency Department,16,42,16_none none_none none none__,"['none none', 'none none none', '', '', '', '', '', '', '', '']","['None', 'None', 'None']"
MGSH: Emergency Department,17,42,17_work nurses_were stretched thin_were stretched_stretched thin,"['work nurses', 'were stretched thin', 'were stretched', 'stretched thin', 'overwhelming work nurses', 'overwhelming work', 'nurses were stretched', 'work nurses were', 'thin overwhelming work', 'thin overwhelming']","['Overwhelming work nurses were stretched thin', 'Overwhelming work nurses were stretched thin', 'Overwhelming work nurses were stretched thin']"
MGSH: Emergency Department,18,42,18_i just wish_wish there_there is more_there is,"['i just wish', 'wish there', 'there is more', 'there is', 'wish there is', 'patient interactions', 'more patient interactions', 'more patient', 'just wish there', 'just wish']","['I just wish there is more patient interactions.', 'I just wish there is more patient interactions.', 'I just wish there is more patient interactions.']"
MGSH: Emergency Department,19,42,19_wait for nurses_nurses sometimes patients_nurses sometimes_for nurses sometimes,"['wait for nurses', 'nurses sometimes patients', 'nurses sometimes', 'for nurses sometimes', 'for nurses', 'sometimes patients had', 'sometimes patients', 'patients had to', 'patients had', 'wait for']","['Sometimes patients had to wait for nurses.', 'Sometimes patients had to wait for nurses.', 'Sometimes patients had to wait for nurses.']"
MGSH: Emergency Department,20,42,20_criticized for_were criticized_were criticized for_pas were criticized,"['criticized for', 'were criticized', 'were criticized for', 'pas were criticized', 'pas were', 'paperwork by pts', 'paperwork by', 'for delayed paperwork', 'for delayed', 'delayed paperwork by']","['Pas were criticized for delayed paperwork by pts', 'Pas were criticized for delayed paperwork by pts', 'Pas were criticized for delayed paperwork by pts']"
MGSH: Emergency Department,21,42,21_if nurses were_if nurses_wait a little_a little,"['if nurses were', 'if nurses', 'wait a little', 'a little', 'a little bit', 'bit if', 'bit if nurses', 'nurses were busy', 'little bit if', 'little bit']","['Sometimes patients had to wait a little bit if nurses were busy.', 'Sometimes patients had to wait a little bit if nurses were busy.', 'Sometimes patients had to wait a little bit if nurses were busy.']"
MGSH: Emergency Department,22,42,22_nurses were very_couldnt answer my_the nurses were_sometimes all the,"['nurses were very', 'couldnt answer my', 'the nurses were', 'sometimes all the', 'sometimes all', 'so they couldnt', 'so they', 'very busy', 'were very busy', 'they couldnt answer']","['Sometimes all the nurses were very busy so they couldn’t answer my questions.', 'Sometimes all the nurses were very busy so they couldn’t answer my questions.', 'Sometimes all the nurses were very busy so they couldn’t answer my questions.']"
MGSH: Emergency Department,23,42,23_nurses to come_come help them_while for nurses_nurses to,"['nurses to come', 'come help them', 'while for nurses', 'nurses to', 'to come help', 'for nurses to', 'to come', 'come help', 'a while for', 'wait a while']","['Sometimes patients had to wait a while for nurses to come help them.', 'Sometimes patients had to wait a while for nurses to come help them.', 'Sometimes patients had to wait a while for nurses to come help them.']"
MGSH: Preoperative Services (ASU/PACU/Endo),0,501,0_no negative_no negative event_negative event_negative event no,"['no negative', 'no negative event', 'negative event', 'negative event no', 'event no negative', 'event no', '', '', '', '']","['No negative event', 'No negative event', 'No negative event']"
MGSH: Preoperative Services (ASU/PACU/Endo),1,501,1_a challenge_a challenge over_there was_panned out ok,"['a challenge', 'a challenge over', 'there was', 'panned out ok', 'panned out', 'over consent forms', 'over consent', 'was a challenge', 'out ok', 'was a']","['There was a challenge over consent forms for cardiology and anesthesia but it panned out ok', 'There was a challenge over consent forms for cardiology and anesthesia but it panned out ok', 'There was a challenge over consent forms for cardiology and anesthesia but it panned out ok']"
MUMH: 6 East/IMC-HF,0,144,0_she was_was flinching every_of noise_flinching every time,"['she was', 'was flinching every', 'of noise', 'flinching every time', 'flinching every', 'every time', 'door she was', 'door she', 'around the sick', 'around the']","['A lot of noise around the sick woman’s door - she was flinching every time the nurse staff talked too loudly.', 'A lot of noise around the sick woman’s door - she was flinching every time the nurse staff talked too loudly.', 'A lot of noise around the sick woman’s door - she was flinching every time the nurse staff talked too loudly.']"
MUMH: 6 East/IMC-HF,1,144,1_a few_to figure_still uncertain of_the best,"['a few', 'to figure', 'still uncertain of', 'the best', 'that they', 'the situation', 'tell that', 'the utmost', 'still uncertain', 'say to these']","['Today I felt there were quite a few rooms I went into that were unwelcoming. It’s hard to figure out what to say to these patients because as extroverted as you are, you can tell that they don’t really want you there. The best thing to do is to leave as their healing and wellness is of the utmost importance but I was still uncertain of how to navigate the situation.', 'Today I felt there were quite a few rooms I went into that were unwelcoming. It’s hard to figure out what to say to these patients because as extroverted as you are, you can tell that they don’t really want you there. The best thing to do is to leave as their healing and wellness is of the utmost importance but I was still uncertain of how to navigate the situation.', 'Today I felt there were quite a few rooms I went into that were unwelcoming. It’s hard to figure out what to say to these patients because as extroverted as you are, you can tell that they don’t really want you there. The best thing to do is to leave as their healing and wellness is of the utmost importance but I was still uncertain of how to navigate the situation.']"
MUMH: 6 East/IMC-HF,2,144,2_he was_the room_17 and_would be,"['he was', 'the room', '17 and', 'would be', 'was infatuated', 'was 17', 'was 17 and', 'telling him', 'number andor', 'number andor a']","['There was one patient who spoke very little English but asked me for my phone number  and/or a picture because he was infatuated. He was 17 and I politely refused, telling him that his nurse would be in the room soon to help him out. I then lett the room.', 'There was one patient who spoke very little English but asked me for my phone number  and/or a picture because he was infatuated. He was 17 and I politely refused, telling him that his nurse would be in the room soon to help him out. I then lett the room.', 'There was one patient who spoke very little English but asked me for my phone number  and/or a picture because he was infatuated. He was 17 and I politely refused, telling him that his nurse would be in the room soon to help him out. I then lett the room.']"
MUMH: 6 East/IMC-HF,3,144,3_a bit_the floor_not a lot_nurses were there,"['a bit', 'the floor', 'not a lot', 'nurses were there', 'negative that happened', 'nurses were', 'my shift and', 'not a', 'of familiar nurses', 'negative that']","['There wasn’t anything negative that happened but the floor was very silent today and not a lot of familiar nurses were there. I didn’t have much to do for a bit of my shift and tried to help as much as I could. I also wasn’t able to go to other floors because there were volunteers already assigned to all others for this shift.', 'There wasn’t anything negative that happened but the floor was very silent today and not a lot of familiar nurses were there. I didn’t have much to do for a bit of my shift and tried to help as much as I could. I also wasn’t able to go to other floors because there were volunteers already assigned to all others for this shift.', 'There wasn’t anything negative that happened but the floor was very silent today and not a lot of familiar nurses were there. I didn’t have much to do for a bit of my shift and tried to help as much as I could. I also wasn’t able to go to other floors because there were volunteers already assigned to all others for this shift.']"
MUMH: 6 East/IMC-HF,4,144,4_one of the_one of_as a_of the,"['one of the', 'one of', 'as a', 'of the', 'of reality', 'she has', 'of hospital', '3 weeks', 'lose grip', 'last 3 weeks']","['There was a patient in one of the rooms that I e seen for the last 3 weeks, and she has become increasingly irritable. I talked to one of the techs about this and found out about the concept of hospital brain, wherein patients become exhausted of staying in a hospital and lose grip of reality. It was hard to experience as a volunteer and even harder to see as a human being.', 'There was a patient in one of the rooms that I e seen for the last 3 weeks, and she has become increasingly irritable. I talked to one of the techs about this and found out about the concept of hospital brain, wherein patients become exhausted of staying in a hospital and lose grip of reality. It was hard to experience as a volunteer and even harder to see as a human being.', 'There was a patient in one of the rooms that I e seen for the last 3 weeks, and she has become increasingly irritable. I talked to one of the techs about this and found out about the concept of hospital brain, wherein patients become exhausted of staying in a hospital and lose grip of reality. It was hard to experience as a volunteer and even harder to see as a human being.']"
MUMH: 6 East/IMC-HF,5,143,5_slow responsiveness_slow responsiveness slow_responsiveness slow responsiveness_responsiveness slow,"['slow responsiveness', 'slow responsiveness slow', 'responsiveness slow responsiveness', 'responsiveness slow', '', '', '', '', '', '']","['Slow responsiveness!', 'Slow responsiveness!', 'Slow responsiveness!']"
MUMH: 6 East/IMC-HF,6,128,6_was not_very busy today_very busy_not very busy,"['was not', 'very busy today', 'very busy', 'not very busy', 'not very', 'floor was not', 'was not very', 'busy today', 'today floor was', 'today floor']","['Floor was not very busy today.', 'Floor was not very busy today.', 'Floor was not very busy today.']"
MUMH: 6 East/IMC-HF,7,16,7_was not_very busy today_very busy_not very busy,"['was not', 'very busy today', 'very busy', 'not very busy', 'not very', 'floor was not', 'was not very', 'busy today', 'today floor was', 'today floor']","['Floor was not very busy today.', 'Floor was not very busy today.', 'Floor was not very busy today.']"
MGSH: O’Neill 4,0,501,0_a patient_was left uncomfortable_and didnt_a patient was,"['a patient', 'was left uncomfortable', 'and didnt', 'a patient was', 'for someone', 'and didnt like', 'didnt like that', 'button their gown', 'like that', 'was not allowed']","[""A patient was left uncomfortable waiting for someone to help button their gown and didn't like that salt was not allowed"", ""A patient was left uncomfortable waiting for someone to help button their gown and didn't like that salt was not allowed"", ""A patient was left uncomfortable waiting for someone to help button their gown and didn't like that salt was not allowed""]"
MGSH: O’Neill 4,1,489,1_was coming_was coming out_too slow_out too slow,"['was coming', 'was coming out', 'too slow', 'out too slow', 'out too', 'food was coming', 'food was', 'coming out too', 'coming out', 'too slow food']","['Food was coming out too slow', 'Food was coming out too slow', 'Food was coming out too slow']"
MGSH: O’Neill 4,2,12,2_was coming_was coming out_too slow_out too slow,"['was coming', 'was coming out', 'too slow', 'out too slow', 'out too', 'food was coming', 'food was', 'coming out too', 'coming out', 'too slow food']","['Food was coming out too slow', 'Food was coming out too slow', 'Food was coming out too slow']"
MGSH: 4 East,-1,701,-1_and the_watching tv so_but there wasnt_patients were busy,"['and the', 'watching tv so', 'but there wasnt', 'patients were busy', 'but there', 'not want', 'were busy watching', 'patients were', 'were busy', 'restock the']","['not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse', 'not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse', 'not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse']"
MGSH: 4 East,0,249,0_and the_watching tv so_but there wasnt_patients were busy,"['and the', 'watching tv so', 'but there wasnt', 'patients were busy', 'but there', 'not want', 'were busy watching', 'patients were', 'were busy', 'restock the']","['not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse', 'not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse', 'not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse']"
MGSH: 4 East,1,41,1_and the_watching tv so_but there wasnt_patients were busy,"['and the', 'watching tv so', 'but there wasnt', 'patients were busy', 'but there', 'not want', 'were busy watching', 'patients were', 'were busy', 'restock the']","['not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse', 'not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse', 'not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse']"
MGSH: 4 East,2,10,2_and the_watching tv so_but there wasnt_patients were busy,"['and the', 'watching tv so', 'but there wasnt', 'patients were busy', 'but there', 'not want', 'were busy watching', 'patients were', 'were busy', 'restock the']","['not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse', 'not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse', 'not negative but there wasn’t much to do besides restock the drawers and the patients were busy watching tv so did not want to converse']"
MUMH: 9 West,0,40,0_9th floor_were stressed and_not really_not really a,"['9th floor', 'were stressed and', 'not really', 'not really a', 'with much', 'of anything so', 'on the', 'on the orthopedics', 'orthopedics floor', 'orthopedics floor were']","[""Most team members on the orthopedics floor were stressed and couldn't use help with much of anything, so I went back up to the 9th floor (not really a negative)."", ""Most team members on the orthopedics floor were stressed and couldn't use help with much of anything, so I went back up to the 9th floor (not really a negative)."", ""Most team members on the orthopedics floor were stressed and couldn't use help with much of anything, so I went back up to the 9th floor (not really a negative).""]"
MUMH: 9 West,1,40,1_i had hoped_than i had_like there was_like there,"['i had hoped', 'than i had', 'like there was', 'like there', 'less interactions than', 'less interactions', 'interactions than i', 'interactions than', 'was less interactions', 'i felt like']","['Today, I felt like there was less interactions than I had hoped.', 'Today, I felt like there was less interactions than I had hoped.', 'Today, I felt like there was less interactions than I had hoped.']"
MUMH: 9 West,2,40,2_of time with_still long periods_periods of time_periods of,"['of time with', 'still long periods', 'periods of time', 'periods of', 'out with', 'of time', 'long periods of', 'long periods', 'little to help', 'little to']","['Still long periods of time with little to help out with', 'Still long periods of time with little to help out with', 'Still long periods of time with little to help out with']"
MUMH: 9 West,3,40,3_nurses didnt really_my questions because_they were busy_some nurses didnt,"['nurses didnt really', 'my questions because', 'they were busy', 'some nurses didnt', 'because they', 'because they were', 'were busy', 'questions because they', 'questions because', 'busy some nurses']","['Some nurses didn’t really have time to answer my questions because they were busy.', 'Some nurses didn’t really have time to answer my questions because they were busy.', 'Some nurses didn’t really have time to answer my questions because they were busy.']"
MUMH: 9 West,4,40,4_as most_interaction as_there was little_really have bad,"['as most', 'interaction as', 'there was little', 'really have bad', 'were asleep', 'patients were asleep', 'most patients were', 'most patients', 'little interaction as', 'little interaction']","['I didn’t really have bad interactions but there was little interaction as most patients were asleep.', 'I didn’t really have bad interactions but there was little interaction as most patients were asleep.', 'I didn’t really have bad interactions but there was little interaction as most patients were asleep.']"
MUMH: 9 West,5,40,5_sometimes the nurses_patient when_asked for_for a nurse,"['sometimes the nurses', 'patient when', 'asked for', 'for a nurse', 'and took a', 'and took', 'when they asked', 'a while to', 'while to get', 'get to the']","['Sometimes the nurses were very busy and took a while to get to the patient when they asked for a nurse.', 'Sometimes the nurses were very busy and took a while to get to the patient when they asked for a nurse.', 'Sometimes the nurses were very busy and took a while to get to the patient when they asked for a nurse.']"
