department,Topic,Count,Name,Representation,Representative_Docs
MUMH: 9 East,11,72,11_middle school_able to_next year_was able,"['middle school', 'able to', 'next year', 'was able', 'their son just', 'to relate to', 'talked about how', 'to since my', 'talked about', 'was able to']","['One of the patients and I talked about how their son just finished middle school and was heading off to high school, which I was able to relate to since my brother graduates from middle school next year.', 'One of the patients and I talked about how their son just finished middle school and was heading off to high school, which I was able to relate to since my brother graduates from middle school next year.', 'One of the patients and I talked about how their son just finished middle school and was heading off to high school, which I was able to relate to since my brother graduates from middle school next year.']"
MUMH: 9 East,12,60,12_discussions with some_some of_discussions with_and nurses,"['discussions with some', 'some of', 'discussions with', 'and nurses', 'good discussions with', 'patients and nurses', 'good discussions', 'some of the', 'with some of', 'with some']","['Good discussions with some of the patients and nurses', 'Good discussions with some of the patients and nurses', 'Good discussions with some of the patients and nurses']"
MUMH: 9 East,13,45,13_they showed_showed me around_they showed me_me around,"['they showed', 'showed me around', 'they showed me', 'me around', 'me around they', 'around they showed', 'around they', 'showed me', '', '']","['They showed me around.', 'They showed me around.', 'They showed me around.']"
MUMH: 9 East,14,28,14_they showed_showed me around_they showed me_me around,"['they showed', 'showed me around', 'they showed me', 'me around', 'me around they', 'around they showed', 'around they', 'showed me', '', '']","['They showed me around.', 'They showed me around.', 'They showed me around.']"
MUMH: 9 East,15,12,15_discussions with some_some of_discussions with_and nurses,"['discussions with some', 'some of', 'discussions with', 'and nurses', 'good discussions with', 'patients and nurses', 'good discussions', 'some of the', 'with some of', 'with some']","['Good discussions with some of the patients and nurses', 'Good discussions with some of the patients and nurses', 'Good discussions with some of the patients and nurses']"
MUMH: Emergency Department,0,40,0_30 minutes_was a very_doctor and it_about 30,"['30 minutes', 'was a very', 'doctor and it', 'about 30', 'and it was', 'and it', 'about 30 minutes', 'a very nice', 'a very', 'a patient for']","['I talked with a patient for about 30 minutes as they were waiting for the doctor and it was a very nice conversation.', 'I talked with a patient for about 30 minutes as they were waiting for the doctor and it was a very nice conversation.', 'I talked with a patient for about 30 minutes as they were waiting for the doctor and it was a very nice conversation.']"
MUMH: Emergency Department,1,40,1_patient on_a patient on_on the way_way to her,"['patient on', 'a patient on', 'on the way', 'way to her', 'way to', 'to her room', 'her room', 'the way to', 'the way', 'patient on the']","['Chatting with a patient on the way to her room', 'Chatting with a patient on the way to her room', 'Chatting with a patient on the way to her room']"
MUMH: Emergency Department,2,40,2_nurse was very_a lot_welcoming and we_talked a lot,"['nurse was very', 'a lot', 'welcoming and we', 'talked a lot', 'talked a', 'very welcoming', 'and we talked', 'and we', 'very welcoming and', 'was very welcoming']","['The triage nurse was very welcoming and we talked a lot.', 'The triage nurse was very welcoming and we talked a lot.', 'The triage nurse was very welcoming and we talked a lot.']"
MUMH: Emergency Department,3,40,3_kind especially anna_was welcoming and_triage team and_triage team,"['kind especially anna', 'was welcoming and', 'triage team and', 'triage team', 'the triage team', 'with the triage', 'team and everyone', 'team and', 'met with the', 'met with']","['Met with the triage team and everyone was welcoming and kind, especially Anna', 'Met with the triage team and everyone was welcoming and kind, especially Anna', 'Met with the triage team and everyone was welcoming and kind, especially Anna']"
MUMH: Emergency Department,4,40,4_a cd_was and was_department was_and was able,"['a cd', 'was and was', 'department was', 'and was able', 'department was and', 'drop off a', 'drop off', 'i learned where', 'cd on my', 'cd on']","['I learned where the radiology department was and was able to drop off a CD on my own', 'I learned where the radiology department was and was able to drop off a CD on my own', 'I learned where the radiology department was and was able to drop off a CD on my own']"
MUMH: Emergency Department,5,40,5_was friendly_towards patients_staff was friendly_was friendly towards,"['was friendly', 'towards patients', 'staff was friendly', 'was friendly towards', 'friendly towards patients', 'friendly towards', 'towards patients staff', 'patients staff was', 'patients staff', 'staff was']","['Staff was friendly towards patients.', 'Staff was friendly towards patients.', 'Staff was friendly towards patients.']"
MUMH: Emergency Department,6,40,6_actual things_to rn and_listen to_cases and,"['actual things', 'to rn and', 'listen to', 'cases and', 'patients back actual', 'back actual', 'and walking the', 'and walking', 'and techs discuss', 'and techs']","['Getting to listen to RN and techs discuss the cases and walking the patients back. Actual things to do.', 'Getting to listen to RN and techs discuss the cases and walking the patients back. Actual things to do.', 'Getting to listen to RN and techs discuss the cases and walking the patients back. Actual things to do.']"
MUMH: Emergency Department,7,40,7_program are able_to provide them_this program are_this program,"['program are able', 'to provide them', 'this program are', 'this program', 'the volunteers in', 'provide them', 'volunteers in', 'program are', 'in this program', 'in this']","['The patients appreciated the help and companionship the volunteers in this program are able to provide them', 'The patients appreciated the help and companionship the volunteers in this program are able to provide them', 'The patients appreciated the help and companionship the volunteers in this program are able to provide them']"
MUMH: Emergency Department,8,40,8_all helped_my first day_was my_was my first,"['all helped', 'my first day', 'was my', 'was my first', 'they showed me', 'was lost', 'the nurses techs', 'the floor and', 'was so nice', 'welcoming they']","['Today was my first day on the floor and everyone was so nice and welcoming! They showed me around where everything was and the nurses, techs, and doctors all helped me out when I was lost.', 'Today was my first day on the floor and everyone was so nice and welcoming! They showed me around where everything was and the nurses, techs, and doctors all helped me out when I was lost.', 'Today was my first day on the floor and everyone was so nice and welcoming! They showed me around where everything was and the nurses, techs, and doctors all helped me out when I was lost.']"
MUMH: Emergency Department,9,40,9_bringing them to_their room_bringing them_after bringing them,"['bringing them to', 'their room', 'bringing them', 'after bringing them', 'after bringing', 'a patient after', 'patient after bringing', 'patient after', 'them to', 'them to their']","['Chatting with a patient after bringing them to their room', 'Chatting with a patient after bringing them to their room', 'Chatting with a patient after bringing them to their room']"
MUMH: Emergency Department,10,40,10_and their_other staff members_and their company_company while,"['and their', 'other staff members', 'and their company', 'company while', 'company while they', 'for their', 'for the other', 'appreciated the volunteers', 'for their help', 'volunteers for their']","['Patients appreciated the volunteers for their help and their company while they were waiting for the other staff members to get back to them', 'Patients appreciated the volunteers for their help and their company while they were waiting for the other staff members to get back to them', 'Patients appreciated the volunteers for their help and their company while they were waiting for the other staff members to get back to them']"
MUMH: Emergency Department,11,40,11_provide to_me and the_and the other_volunteers were able,"['provide to', 'me and the', 'and the other', 'volunteers were able', 'company me', 'company me and', 'were able to', 'me and', 'and company me', 'other volunteers']","['The patients appreciated the help and company me and the other volunteers were able to provide to them', 'The patients appreciated the help and company me and the other volunteers were able to provide to them', 'The patients appreciated the help and company me and the other volunteers were able to provide to them']"
MUMH: Emergency Department,12,39,12_my name_it down_was cute and_asked me,"['my name', 'it down', 'was cute and', 'asked me', 'and thought', 'as a', 'and wrote', 'and wrote it', 'her child', 'wrote it down']","['A nurse asked me my name and thought my name was cute and wrote it down as a possible name for her child', 'A nurse asked me my name and thought my name was cute and wrote it down as a possible name for her child', 'A nurse asked me my name and thought my name was cute and wrote it down as a possible name for her child']"
MUMH: Emergency Department,13,39,13_assistance and_appreciate the assistance_the assistance and_the assistance,"['assistance and', 'appreciate the assistance', 'the assistance and', 'the assistance', 'assistance and companionship', 'to provide the', 'volunteers are able', 'companionship us', 'companionship us volunteers', 'and companionship us']","['The patients appreciate the assistance and companionship us volunteers are able to provide', 'The patients appreciate the assistance and companionship us volunteers are able to provide', 'The patients appreciate the assistance and companionship us volunteers are able to provide']"
MUMH: Emergency Department,14,39,14_after coming_was so kind_back after coming_because they,"['after coming', 'was so kind', 'back after coming', 'because they', 'because they thought', 'back after', 'came back', 'came back after', 'coming here', 'coming here last']","['One patient came back after coming here last week because they thought everyone here was so kind.', 'One patient came back after coming here last week because they thought everyone here was so kind.', 'One patient came back after coming here last week because they thought everyone here was so kind.']"
MUMH: Emergency Department,15,39,15_company us volunteers_company us_and company us_they appreciate,"['company us volunteers', 'company us', 'and company us', 'they appreciate', 'they appreciate the', 'provide they appreciate', 'to provide they', 'provide they', 'volunteers are', 'us volunteers are']","['They appreciate the help and company us volunteers are able to provide', 'They appreciate the help and company us volunteers are able to provide', 'They appreciate the help and company us volunteers are able to provide']"
MUMH: Emergency Department,16,39,16_was really nice_really nice_nurse was really_really nice the,"['was really nice', 'really nice', 'nurse was really', 'really nice the', 'nice the triage', 'nice the', 'was really', 'triage nurse was', 'triage nurse', 'the triage nurse']","['The triage nurse was really nice', 'The triage nurse was really nice', 'The triage nurse was really nice']"
MUMH: Emergency Department,17,39,17_how respectful and_are here_patient talked about_patient talked,"['how respectful and', 'are here', 'patient talked about', 'patient talked', 'one patient talked', 'kind the staff', 'kind the', 'staff are', 'how respectful', 'respectful and kind']","['One patient talked about how respectful and kind the staff are here', 'One patient talked about how respectful and kind the staff are here', 'One patient talked about how respectful and kind the staff are here']"
MUMH: Emergency Department,18,39,18_wheelchair and told_in a wheelchair_that distance_to her car,"['wheelchair and told', 'in a wheelchair', 'that distance', 'to her car', 'shop for parking', 'told me she', 'validation she', 'validation she was', 'very grateful', 'very grateful that']","[""A patient was very grateful that I helped get her to her car in the garage as well as the gift shop for parking validation. She was in a wheelchair and told me she couldn't imagine walking that distance in crutches."", ""A patient was very grateful that I helped get her to her car in the garage as well as the gift shop for parking validation. She was in a wheelchair and told me she couldn't imagine walking that distance in crutches."", ""A patient was very grateful that I helped get her to her car in the garage as well as the gift shop for parking validation. She was in a wheelchair and told me she couldn't imagine walking that distance in crutches.""]"
MUMH: Emergency Department,19,39,19_wait for team_team members to_volunteers provide as_for team members,"['wait for team', 'team members to', 'volunteers provide as', 'for team members', 'for team', 'team members', 'wait for', 'the volunteers provide', 'as they wait', 'they wait']","['The patients appreciate the help and companionship the volunteers provide as they wait for team members to get back to them', 'The patients appreciate the help and companionship the volunteers provide as they wait for team members to get back to them', 'The patients appreciate the help and companionship the volunteers provide as they wait for team members to get back to them']"
MUMH: Emergency Department,20,39,20_get new blankets_nurse thanked me_new blankets for_new blankets,"['get new blankets', 'nurse thanked me', 'new blankets for', 'new blankets', 'me for helping', 'me for', 'her get new', 'her get', 'helping her get', 'helping her']","['A nurse thanked me for helping her get new blankets for a patient.', 'A nurse thanked me for helping her get new blankets for a patient.', 'A nurse thanked me for helping her get new blankets for a patient.']"
MUMH: Emergency Department,21,39,21_was very friendly_very friendly_staff was very_very friendly staff,"['was very friendly', 'very friendly', 'staff was very', 'very friendly staff', 'friendly staff was', 'friendly staff', 'staff was', 'was very', '', '']","['Staff was very friendly', 'Staff was very friendly', 'Staff was very friendly']"
MUMH: Emergency Department,22,26,22_and going to_going to_with triaging_triaging and going,"['and going to', 'going to', 'with triaging', 'triaging and going', 'triaging and', 'with triaging and', 'to rooms', 'speed with triaging', 'speed with', 'good speed with']","['Good speed with triaging and going to rooms', 'Good speed with triaging and going to rooms', 'Good speed with triaging and going to rooms']"
MUMH: Emergency Department,23,25,23_older woman was_asking me_really sweet_questions and she,"['older woman was', 'asking me', 'really sweet', 'questions and she', 'questions and', 'was asking', 'older woman', 'me questions and', 'me questions', 'asking me questions']","['An older woman was asking me questions and she was really sweet', 'An older woman was asking me questions and she was really sweet', 'An older woman was asking me questions and she was really sweet']"
MUMH: Emergency Department,24,22,24_us volunteers provide_volunteers provide the_companionship us volunteers_and companionship us,"['us volunteers provide', 'volunteers provide the', 'companionship us volunteers', 'and companionship us', 'volunteers provide', 'companionship us', 'provide the', 'provide the patients', 'patients appreciate the', 'appreciate the help']","['The patients appreciate the help and companionship us volunteers provide', 'The patients appreciate the help and companionship us volunteers provide', 'The patients appreciate the help and companionship us volunteers provide']"
MUMH: Emergency Department,25,22,25_help i was_professionals on the_and help_and help i,"['help i was', 'professionals on the', 'and help', 'and help i', 'for assistance from', 'appreciated the company', 'the medical', 'the company and', 'assistance from', 'assistance from the']","['The patients appreciated the company and help I was able to provide as they were waiting for assistance from the medical professionals on the floor', 'The patients appreciated the company and help I was able to provide as they were waiting for assistance from the medical professionals on the floor', 'The patients appreciated the company and help I was able to provide as they were waiting for assistance from the medical professionals on the floor']"
MUMH: Emergency Department,26,17,26_us volunteers provide_volunteers provide the_companionship us volunteers_and companionship us,"['us volunteers provide', 'volunteers provide the', 'companionship us volunteers', 'and companionship us', 'volunteers provide', 'companionship us', 'provide the', 'provide the patients', 'patients appreciate the', 'appreciate the help']","['The patients appreciate the help and companionship us volunteers provide', 'The patients appreciate the help and companionship us volunteers provide', 'The patients appreciate the help and companionship us volunteers provide']"
MUMH: Emergency Department,27,17,27_help i was_professionals on the_and help_and help i,"['help i was', 'professionals on the', 'and help', 'and help i', 'for assistance from', 'appreciated the company', 'the medical', 'the company and', 'assistance from', 'assistance from the']","['The patients appreciated the company and help I was able to provide as they were waiting for assistance from the medical professionals on the floor', 'The patients appreciated the company and help I was able to provide as they were waiting for assistance from the medical professionals on the floor', 'The patients appreciated the company and help I was able to provide as they were waiting for assistance from the medical professionals on the floor']"
MUMH: Emergency Department,28,14,28_older woman was_asking me_really sweet_questions and she,"['older woman was', 'asking me', 'really sweet', 'questions and she', 'questions and', 'was asking', 'older woman', 'me questions and', 'me questions', 'asking me questions']","['An older woman was asking me questions and she was really sweet', 'An older woman was asking me questions and she was really sweet', 'An older woman was asking me questions and she was really sweet']"
MUMH: Emergency Department,29,13,29_and going to_going to_with triaging_triaging and going,"['and going to', 'going to', 'with triaging', 'triaging and going', 'triaging and', 'with triaging and', 'to rooms', 'speed with triaging', 'speed with', 'good speed with']","['Good speed with triaging and going to rooms', 'Good speed with triaging and going to rooms', 'Good speed with triaging and going to rooms']"
MUMH: 4th Floor,0,26,0_i was_receiving food_job especially for_issues from making,"['i was', 'receiving food', 'job especially for', 'issues from making', 'issues from', 'many different', 'job especially', 'my first day', 'nurses and', 'in 24 hours']","[""The staff and nurses on floor 9 were very open to help when I went up. I was able to bring patients many different things and solve issues, from making a patient hot tea to helping another who hadn't receiving food in 24 hours. I also chatted a bit with patients and was told I was doing a great job, especially for my first day, by both nurses and patients."", ""The staff and nurses on floor 9 were very open to help when I went up. I was able to bring patients many different things and solve issues, from making a patient hot tea to helping another who hadn't receiving food in 24 hours. I also chatted a bit with patients and was told I was doing a great job, especially for my first day, by both nurses and patients."", ""The staff and nurses on floor 9 were very open to help when I went up. I was able to bring patients many different things and solve issues, from making a patient hot tea to helping another who hadn't receiving food in 24 hours. I also chatted a bit with patients and was told I was doing a great job, especially for my first day, by both nurses and patients.""]"
MUMH: 4th Floor,1,26,1_me for restocking_for restocking_restocking the cups_restocking the,"['me for restocking', 'for restocking', 'restocking the cups', 'restocking the', 'nutrition room', 'nurse thanked me', 'nurse thanked', 'the nutrition room', 'in the nutrition', 'for restocking the']","['A nurse thanked me for restocking the cups in the nutrition room.', 'A nurse thanked me for restocking the cups in the nutrition room.', 'A nurse thanked me for restocking the cups in the nutrition room.']"
MUMH: 4th Floor,2,26,2_his heart_his surgery_severity of_pillow which all,"['his heart', 'his surgery', 'severity of', 'pillow which all', 'recovery team', 'recovery team he', 'people who', 'of his heart', 'of his', 'not survive his']","['Mr. Al complimented his surgery team and recovery team. He was initially given the prognosis that he would very likely not survive his surgery due to the severity of his heart conditions, but he is grateful for the skilled medical team at MedStar, who allowed him to miraculously survive and recover well. He also loved his heart pillow, which all people who were involved with his procedures signed, and felt very welcomed and well-cared for by the staff.', 'Mr. Al complimented his surgery team and recovery team. He was initially given the prognosis that he would very likely not survive his surgery due to the severity of his heart conditions, but he is grateful for the skilled medical team at MedStar, who allowed him to miraculously survive and recover well. He also loved his heart pillow, which all people who were involved with his procedures signed, and felt very welcomed and well-cared for by the staff.', 'Mr. Al complimented his surgery team and recovery team. He was initially given the prognosis that he would very likely not survive his surgery due to the severity of his heart conditions, but he is grateful for the skilled medical team at MedStar, who allowed him to miraculously survive and recover well. He also loved his heart pillow, which all people who were involved with his procedures signed, and felt very welcomed and well-cared for by the staff.']"
MUMH: 4th Floor,3,26,3_of the_a phenomenal_patients only had_with all,"['of the', 'a phenomenal', 'patients only had', 'with all', 'smiled and chatted', 'were doing', 'things around the', 'volunteers he', 'to the janitors', 'staff from doctors']","['One of the patients only had compliments about the hospital. He had open heart surgery and had a phenomenal experience with all of the staff, from doctors and nurses to the janitors and volunteers. He loved how everyone smiled and chatted with him as they were doing things around the room.', 'One of the patients only had compliments about the hospital. He had open heart surgery and had a phenomenal experience with all of the staff, from doctors and nurses to the janitors and volunteers. He loved how everyone smiled and chatted with him as they were doing things around the room.', 'One of the patients only had compliments about the hospital. He had open heart surgery and had a phenomenal experience with all of the staff, from doctors and nurses to the janitors and volunteers. He loved how everyone smiled and chatted with him as they were doing things around the room.']"
MUMH: 4th Floor,4,26,4_hospital has been_hospital has_them well_the hospital has,"['hospital has been', 'hospital has', 'them well', 'the hospital has', 'at the hospital', 'that everyone at', 'everyone at', 'everyone at the', 'treating them well', 'them well a']","['A patient told me that everyone at the hospital has been treating them well.', 'A patient told me that everyone at the hospital has been treating them well.', 'A patient told me that everyone at the hospital has been treating them well.']"
MUMH: 4th Floor,5,26,5_her cardiologist_she is_loved her_is being,"['her cardiologist', 'she is', 'loved her', 'is being', 'mumh she was', 'introduced to', 'seeing results with', 'seeing results', 'results with her', 'results with']","['Ms. Susie was complimenting how caring her cardiologist and nurses were. She also loved her nighttime nurse’s style and loved her bedazzled glasses. While she lived two hours away from MUMH, she was introduced to her cardiologist here through her cardiologist from back home. She is glad that her atrial fibrillation is being treated well, and she is seeing results with her treatment immediately.', 'Ms. Susie was complimenting how caring her cardiologist and nurses were. She also loved her nighttime nurse’s style and loved her bedazzled glasses. While she lived two hours away from MUMH, she was introduced to her cardiologist here through her cardiologist from back home. She is glad that her atrial fibrillation is being treated well, and she is seeing results with her treatment immediately.', 'Ms. Susie was complimenting how caring her cardiologist and nurses were. She also loved her nighttime nurse’s style and loved her bedazzled glasses. While she lived two hours away from MUMH, she was introduced to her cardiologist here through her cardiologist from back home. She is glad that her atrial fibrillation is being treated well, and she is seeing results with her treatment immediately.']"
MUMH: 4th Floor,6,26,6_everyone has been_them really well_really well_them really,"['everyone has been', 'them really well', 'really well', 'them really', 'treating them really', 'really well a', 'treating them', 'everyone has', 'that everyone has', 'has been treating']","['A patient told me that everyone has been treating them really well', 'A patient told me that everyone has been treating them really well', 'A patient told me that everyone has been treating them really well']"
MUMH: 4th Floor,7,26,7_patient for an_for an hour_for an_chatting with a,"['patient for an', 'for an hour', 'for an', 'chatting with a', 'an hour', 'hour chatting with', 'hour chatting', 'an hour chatting', 'patient for', 'chatting with']","['Chatting with a patient for an hour', 'Chatting with a patient for an hour', 'Chatting with a patient for an hour']"
MUMH: 4th Floor,8,26,8_been treated_they have been_said they have_said they,"['been treated', 'they have been', 'said they have', 'said they', 'patient said they', 'have been treated', 'been treated well', 'treated well a', 'a patient said', 'treated well']","['A patient said they have been treated well.', 'A patient said they have been treated well.', 'A patient said they have been treated well.']"
MUMH: 4th Floor,9,26,9_had a cute_patient had a_i signed_heart shaped pillow,"['had a cute', 'patient had a', 'i signed', 'heart shaped pillow', 'heart shaped', 'pillow that', 'cute heart shaped', 'cute heart', 'a patient had', 'that i signed']","['A patient had a cute heart shaped pillow that I signed.', 'A patient had a cute heart shaped pillow that I signed.', 'A patient had a cute heart shaped pillow that I signed.']"
MUMH: 4th Floor,10,26,10_smiling and_nurses smiling and_nurses smiling_me for help,"['smiling and', 'nurses smiling and', 'nurses smiling', 'me for help', 'smiling and asking', 'for help', 'asking me for', 'asking me', 'and asking me', 'and asking']","['Nurses smiling and asking me for help', 'Nurses smiling and asking me for help', 'Nurses smiling and asking me for help']"
MUMH: 4th Floor,11,26,11_i helped out_by giving watersoda_out the nurses_nurses by giving,"['i helped out', 'by giving watersoda', 'out the nurses', 'nurses by giving', 'nurses by', 'watersoda to the', 'i helped', 'giving watersoda to', 'giving watersoda', 'by giving']","['I helped out the nurses by giving water/soda to the patients.', 'I helped out the nurses by giving water/soda to the patients.', 'I helped out the nurses by giving water/soda to the patients.']"
MUMH: 4th Floor,12,26,12_enjoyed the food_said she enjoyed_the food service_enjoyed the,"['enjoyed the food', 'said she enjoyed', 'the food service', 'enjoyed the', 'and quality', 'patient said she', 'food service and', 'said she', 'service and', 'service and quality']","['Patient said she enjoyed the food service and quality', 'Patient said she enjoyed the food service and quality', 'Patient said she enjoyed the food service and quality']"
MUMH: 4th Floor,13,26,13_was really nice_the janitor was_the janitor_really nice and,"['was really nice', 'the janitor was', 'the janitor', 'really nice and', 'really nice', 'nice and sweet', 'nice and', 'janitor was really', 'janitor was', 'and sweet']","['The janitor was really nice and sweet.', 'The janitor was really nice and sweet.', 'The janitor was really nice and sweet.']"
MUMH: 4th Floor,14,26,14_was so_so nice_she was so_was so nice,"['was so', 'so nice', 'she was so', 'was so nice', 'pct she was', 'pct she', 'so nice pct', 'nice pct she', 'nice pct', 'she was']","['PCT, she was so nice', 'PCT, she was so nice', 'PCT, she was so nice']"
MUMH: 4th Floor,15,26,15_a nice_wished me well_wished me_with an,"['a nice', 'wished me well', 'wished me', 'with an', 'veteran and he', 'veteran and', 'talk with an', 'talk with', 'nice hour long', 'nice hour']","['I had a nice hour long talk with an elderly veteran and he wished me well.', 'I had a nice hour long talk with an elderly veteran and he wished me well.', 'I had a nice hour long talk with an elderly veteran and he wished me well.']"
MUMH: 4th Floor,16,26,16_lovely and kind_and staff_staff were all_staff were,"['lovely and kind', 'and staff', 'staff were all', 'staff were', 'patients and staff', 'lovely and', 'kind to me', 'kind to', 'the patients and', 'and staff were']","['The patients and staff were all very lovely and kind to me.', 'The patients and staff were all very lovely and kind to me.', 'The patients and staff were all very lovely and kind to me.']"
MUMH: 4th Floor,17,26,17_nurses clear the_help the_organize the stocks_organize the,"['nurses clear the', 'help the', 'organize the stocks', 'organize the', 'to help the', 'nurses clear', 'the cabinets and', 'the nurses clear', 'help the nurses', 'clear the cabinets']","['I was able to help the nurses clear the cabinets and organize the stocks.', 'I was able to help the nurses clear the cabinets and organize the stocks.', 'I was able to help the nurses clear the cabinets and organize the stocks.']"
MUMH: 4th Floor,18,26,18_gave me clear_and were chatting_me clear tasks_me clear,"['gave me clear', 'and were chatting', 'me clear tasks', 'me clear', 'tasks and', 'clear tasks and', 'clear tasks', 'chatting with me', 'nurses gave me', 'nurses gave']","['The nurses gave me clear tasks and were chatting with me.', 'The nurses gave me clear tasks and were chatting with me.', 'The nurses gave me clear tasks and were chatting with me.']"
MUMH: 4th Floor,19,26,19_dr barrys_dr barrys wife_have also_barrys wife,"['dr barrys', 'dr barrys wife', 'have also', 'barrys wife', 'a ent', 'staff members', 'one week', 'nurses especially when', 'of their', 'of their one']","['Dr. Barry and his wife spoke well about the care and efficiency of the nurses, especially when they were transporting him out from the ICU to operating room to step-down unit. They have also complimented how nice all the volunteers here have been over the course of their one week stay. I also enjoyed listening to Dr. Barry’s wife talk about their children and about Dr. Barry’s career as a ENT physician. I have also learned from Dr. Barry’s wife that the staff members at MedStar all wear color-coded scrubs that correspond with their positions, which was interesting to learn.', 'Dr. Barry and his wife spoke well about the care and efficiency of the nurses, especially when they were transporting him out from the ICU to operating room to step-down unit. They have also complimented how nice all the volunteers here have been over the course of their one week stay. I also enjoyed listening to Dr. Barry’s wife talk about their children and about Dr. Barry’s career as a ENT physician. I have also learned from Dr. Barry’s wife that the staff members at MedStar all wear color-coded scrubs that correspond with their positions, which was interesting to learn.', 'Dr. Barry and his wife spoke well about the care and efficiency of the nurses, especially when they were transporting him out from the ICU to operating room to step-down unit. They have also complimented how nice all the volunteers here have been over the course of their one week stay. I also enjoyed listening to Dr. Barry’s wife talk about their children and about Dr. Barry’s career as a ENT physician. I have also learned from Dr. Barry’s wife that the staff members at MedStar all wear color-coded scrubs that correspond with their positions, which was interesting to learn.']"
MUMH: 4th Floor,20,26,20_food was_which food_which food was_was delivered,"['food was', 'which food', 'which food was', 'was delivered', 'the speed at', 'the speed', 'speed at which', 'speed at', 'patients liked the', 'patients liked']","['Patients liked the speed at which food was delivered', 'Patients liked the speed at which food was delivered', 'Patients liked the speed at which food was delivered']"
MUMH: 4th Floor,21,26,21_the nurse_hot tea_patient is_tea and,"['the nurse', 'hot tea', 'patient is', 'tea and', 'nurse if the', 'nurse said', 'nurse said yes', 'yes and', 'patient is allowed', 'patient wanted']","['A patient wanted some hot tea and I asked the nurse if the patient is allowed to drink hot tea. The nurse said yes and showed me how to make the tea.', 'A patient wanted some hot tea and I asked the nurse if the patient is allowed to drink hot tea. The nurse said yes and showed me how to make the tea.', 'A patient wanted some hot tea and I asked the nurse if the patient is allowed to drink hot tea. The nurse said yes and showed me how to make the tea.']"
MUMH: 4th Floor,22,26,22_15 hours_nice i_nice i saw_and very nice,"['15 hours', 'nice i', 'nice i saw', 'and very nice', 'everyone was', 'everyone was welcoming', 'for 15', 'for 15 hours', 'able to talk', 'i saw']","['Everyone was welcoming and very nice! I saw able to talk to a patient for 1.5 hours!', 'Everyone was welcoming and very nice! I saw able to talk to a patient for 1.5 hours!', 'Everyone was welcoming and very nice! I saw able to talk to a patient for 1.5 hours!']"
MUMH: 4th Floor,23,26,23_lots of_things to give_her lots of_give better,"['lots of', 'things to give', 'her lots of', 'give better', 'to ask her', 'give better care', 'helped me adjust', 'her lots', 'to ask', 'to the area']","['Naomi showed me around the department and helped me adjust to the area. I was able to ask her lots of questions and get things to give better care for the patients.', 'Naomi showed me around the department and helped me adjust to the area. I was able to ask her lots of questions and get things to give better care for the patients.', 'Naomi showed me around the department and helped me adjust to the area. I was able to ask her lots of questions and get things to give better care for the patients.']"
MUMH: 4th Floor,24,26,24_9 east_while i was_east i reconnected_coming soon,"['9 east', 'while i was', 'east i reconnected', 'coming soon', 'i was in', 'would be discharged', 'id helped out', 'in 9', 'in 9 east', 'out the previous']","[""While I was in 9 east, I reconnected with a patient I'd helped out the previous weekend, and was happily told he would be discharged this coming soon!"", ""While I was in 9 east, I reconnected with a patient I'd helped out the previous weekend, and was happily told he would be discharged this coming soon!"", ""While I was in 9 east, I reconnected with a patient I'd helped out the previous weekend, and was happily told he would be discharged this coming soon!""]"
MUMH: 4th Floor,25,26,25_chatty so_in some good_visited were_two of the,"['chatty so', 'in some good', 'visited were', 'two of the', 'two of', 'were especially chatty', 'some good conversation', 'we got in', 'so we got', 'so we']","['Two of the patients I visited were especially chatty so we got in some good conversation.', 'Two of the patients I visited were especially chatty so we got in some good conversation.', 'Two of the patients I visited were especially chatty so we got in some good conversation.']"
MUMH: 4th Floor,26,26,26_9 west_west and each_lot and_each visit,"['9 west', 'west and each', 'lot and', 'each visit', 'a lot', 'know one', 'when helping out', 'know one patient', 'long conversations', 'when helping']","['I talked a lot and really got to know one patient when helping out on 9 West, and each visit to her room brought long conversations.', 'I talked a lot and really got to know one patient when helping out on 9 West, and each visit to her room brought long conversations.', 'I talked a lot and really got to know one patient when helping out on 9 West, and each visit to her room brought long conversations.']"
MUMH: 4th Floor,27,26,27_all talked_all talked to_to know me_the techs all,"['all talked', 'all talked to', 'to know me', 'the techs all', 'the techs', 'the circle and', 'the circle', 'techs all talked', 'techs all', 'talked to me']","['The techs all talked to me in the circle and made an effort to know me.', 'The techs all talked to me in the circle and made an effort to know me.', 'The techs all talked to me in the circle and made an effort to know me.']"
MUMH: 4th Floor,28,26,28_teddy bear_bear with_the teddy bear_the teddy,"['teddy bear', 'bear with', 'the teddy bear', 'the teddy', 'teddy bear with', 'the patient', 'patient i', 'towel for a', 'skills with', 'little skills']","[""I made a teddy bear with a towel for a patient. I asked the nurses if the patient can take the teddy bear with her, and they said it's fine. They loved the teddy bear idea and wanted one as well! I really liked sharing my creativity and little skills with the patient and the team."", ""I made a teddy bear with a towel for a patient. I asked the nurses if the patient can take the teddy bear with her, and they said it's fine. They loved the teddy bear idea and wanted one as well! I really liked sharing my creativity and little skills with the patient and the team."", ""I made a teddy bear with a towel for a patient. I asked the nurses if the patient can take the teddy bear with her, and they said it's fine. They loved the teddy bear idea and wanted one as well! I really liked sharing my creativity and little skills with the patient and the team.""]"
